author,date,journal,link,section,summary,title
Adam Brodsky,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752785984.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=Brodsky%2C+Adam&pub=New+York+Post&edition=&startpage=23&desc=You%27re+not+going+to+see+this+in+2016,OpEd,"l [circle]America will ""degrade and destroy ISIS"" - just as President Obama promised. (Russian strongman Vladimir Putin will provide critical help in America's victory.) l [circle]Teachers union boss Mike Mulgrew will apologize for ""gumming up the works"" and agree to let schools fire teachers who can't teach. l [circle]In order to be on the ""right side of history,"" Putin will withdraw from the Ukrainian region, return Crimea - and even give back Patriots owner Robert Kraft's Super Bowl ring.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",You're not going to see this in 2016
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752786328.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=22&desc=Hoverboard+Horrors,OpEd,"The Post properly points to accidents caused by hoverboards, especially during the holiday season ("" 'Hover' craft in a fix,"" Dec. 30).  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Hoverboard Horrors
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752785960.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=22&desc=City+Hall%27s+Warning+From+%27City+Hall%27,OpEd,"""It was . . . the increase in operating costs. Everybody is going to be facing that in 2016. I mean, there's going to be a 50 percent increase in the tipped employees' salaries. The cost of labor is a determining factor . . .""  [Henry Meer] says, ""City Council people, I jab them"" when they come in. ""They've never had to make a payroll"" - a point this page has made repeatedly.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",City Hall's Warning From 'City Hall'
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752785722.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=22&desc=With+Chicago+Erupting%2C+Who%27s+Really+Surprised%3F,OpEd,"Rahm Emanuel, Hillary Clinton and President Obama's response to Laquan McDonald's death.  What further proof does this country need to realize that the vast majority of politicians are in it only for themselves, as opposed to their constituents, than the suppression for over a year by Chicago Mayor Rahm Emanuel of the video showing one of his police officers repeatedly shooting 17-year-old Laquan McDonald, even while he was incapacitated (""Silent on Chicago,"" Editorial, Dec. 30).  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","With Chicago Erupting, Who's Really Surprised?"
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752786166.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=22&desc=Tainted+Cash+The+Year+in+Corruption,OpEd,"Two of Albany's ""three men in a room"" - Assembly Speaker Sheldon Silver and Senate Majority Leader Dean Skelos - were indicted, tried and convicted on corruption charges in trials that exposed Albany's rancid political system for all to see. Concrete proof of continued shamelessness is the refusal of any state elected officials and political committees to give back the cash they took from Glenwood Management - a firm at the other end of Silver's and Skelos' sale of their offices. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Tainted Cash The Year in Corruption
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752785586.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=22&desc=Justice+for+%28Some%29+Hostages,OpEd,"Yet even as these ex-hostages win their battle after 35 years, Iran holds other Americans captive today. Four of them - journalist Jason Rezaian, former Marine Amir Hekmati, pastor Saeed Abedini and retired FBI agent Robert Levinson - have been held captive far longer than the original hostages. And Tehran arrested another, businessman Siamak Amazi, after agreeing to the nuke accord. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Justice for (Some) Hostages
Megan McGibney,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752786331.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=McGibney%2C+Megan&pub=New+York+Post&edition=&startpage=20&desc=NYPD+DAILY+CRIME+BLOTTER,News,"[Anthony Mosley]'s criminal record dated as far back as 1982, and included arrests for drug possession, grand larceny and possession of stolen property, police sources said.  The 32-year-old victim was inside his car at 8:20 p.m. Christmas Eve, waiting for the person with whom he'd communicated on Craigslist about the phone, authorities said. When the buyer got into the car, they got into a dispute over the price.  He took $60 from a vase in the apartment, and even took the victim's keys. The crook then fled down a stairwell.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",NYPD DAILY CRIME BLOTTER
David K LI,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752785756.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=LI%2C+David+K&pub=New+York+Post&edition=&startpage=19&desc=WEIRD+BUT+TRUE,News,"The nine-member squad resigned over a dispute with the Truckee Meadows Fire Protection District, which manages local volunteer units. The Gerlach members said the agency had shortchanged them in providing training sessions. ""If we are not allowed to water, why are the parks being watered?"" [Sesar Carreno] asked.  A family would have missed their father's funeral if not for a kind Delta pilot who took the extraordinary step of returning his plane to a gate at the Minneapolis airport to pick them up. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",WEIRD BUT TRUE
Sophia Rosenbau,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752785778.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=Rosenbau%2C+Sophia&pub=New+York+Post&edition=&startpage=19&desc=Affluenza+mama%27%24+%28mama%27s%29+boy,News,"""He didn't have enough money to pay the bar bill,"" hotel worker Marina Meza told The Dallas Morning News. Tonya Couch arrived back in LA on Thursday (left), escorted by US Marshals. [Ethan Couch] is still in Mexico.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Affluenza mama'$ (mama's) boy
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752785845.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=Ryan+Phillippe+hits+the+beach+in+Miami+with+fiance...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Ryan Phillippe hits the beach in Miami with fiance...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Ryan Phillippe hits the beach in Miami with fiance...[Derived headline; Caption text only]
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752786335.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=We+hear+.+.+.+we+hear+.+.+.,Page Six,"THAT New York singer Steven Maglio will perform at the upcoming Friars Club gala, ""Sinatra at 100"" . . .Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",We hear . . . we hear . . .
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752785930.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=%27Trumbo%27+challenger,Page Six,Bryan Cranston got a potential Oscar boost this week as awards season kicked into high gear.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,'Trumbo' challenger
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752786147.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=Victoria+Silvstedt+shows+she%27s+still+got+it+while...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Victoria Silvstedt shows she's still...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Victoria Silvstedt shows she's still got it while...[Derived headline; Caption text only]
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752786017.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=16&desc=%27Making%27+viewers+angry,Page Six,"Netflix'S true crime series ""Making a Murderer"" has thousands of viewers petitioning for the show's jailed subject. The 10-episode series documents Steven Avery of Manitowoc County, Wis., who was exonerated in 2003 by DNA evidence after serving 18 years for rape. But he was hit with a life sentence two years later for the murder of photographer Teresa Halbach.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",'Making' viewers angry
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752786188.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=15&desc=We+know+she%27s+not+listening+to+herself+on+Spotify...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,We know she's not listening to herself on...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,We know she's not listening to herself on Spotify...[Derived headline; Caption text only]
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752785828.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=15&desc=Pop+star+Katy+Perry+%28right%29+hides+as+she+and+on%2Foff...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Pop star Katy Perry hides as she and on/off...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Pop star Katy Perry (right) hides as she and on/off...[Derived headline; Caption text only]
,2016-01-01,NYP,http://pqasb.pqarchiver.com/nypost/doc/1752786054.html?FMT=ABS&FMTS=ABS:FT&date=Jan+1%2C+2016&author=&pub=New+York+Post&edition=&startpage=15&desc=Brando+was+a+sex+fiend,Page Six,"Our sensual life was unbelievable,"" longtime Marlon Brando flame Rita Moreno has revealed of the ""Godfather"" legend in a new profile of his love life.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Brando was a sex fiend
